,local_time,rohini
0,2019-10-01 12:00:00,32.5
1,2019-10-02 00:00:00,39.1
2,2019-10-02 12:00:00,39.0
3,2019-10-03 00:00:00,64.0909090909091
4,2019-10-03 12:00:00,94.27272727272727
5,2019-10-04 00:00:00,60.083333333333336
6,2019-10-04 12:00:00,47.25
7,2019-10-05 00:00:00,47.416666666666664
8,2019-10-05 12:00:00,51.0
9,2019-10-06 00:00:00,39.4
10,2019-10-06 12:00:00,73.66666666666667
11,2019-10-07 00:00:00,51.63636363636363
12,2019-10-07 12:00:00,70.91666666666667
13,2019-10-08 00:00:00,42.666666666666664
14,2019-10-08 12:00:00,50.416666666666664
15,2019-10-09 00:00:00,56.166666666666664
16,2019-10-09 12:00:00,116.16666666666667
17,2019-10-10 00:00:00,82.0
18,2019-10-10 12:00:00,137.66666666666666
19,2019-10-11 00:00:00,112.9
20,2019-10-11 12:00:00,137.28571428571428
21,2019-10-12 00:00:00,119.5
22,2019-10-12 12:00:00,150.58333333333334
23,2019-10-13 00:00:00,107.58333333333333
24,2019-10-13 12:00:00,204.54545454545453
25,2019-10-14 00:00:00,106.33333333333333
26,2019-10-14 12:00:00,165.08333333333334
27,2019-10-15 00:00:00,115.41666666666667
28,2019-10-15 12:00:00,226.75
29,2019-10-16 00:00:00,137.91666666666666
30,2019-10-16 12:00:00,171.83333333333334
31,2019-10-17 00:00:00,152.66666666666666
32,2019-10-17 12:00:00,173.91666666666666
33,2019-10-18 00:00:00,128.16666666666666
34,2019-10-18 12:00:00,114.08333333333333
35,2019-10-19 00:00:00,53.25
36,2019-10-19 12:00:00,74.25
37,2019-10-20 00:00:00,121.41666666666667
38,2019-10-20 12:00:00,149.75
39,2019-10-21 00:00:00,81.0
40,2019-10-21 12:00:00,170.75
41,2019-10-22 00:00:00,95.58333333333333
42,2019-10-22 12:00:00,140.75
43,2019-10-23 00:00:00,82.91666666666667
44,2019-10-23 12:00:00,170.33333333333334
45,2019-10-24 00:00:00,104.11111111111111
46,2019-10-24 12:00:00,269.9166666666667
47,2019-10-25 00:00:00,165.33333333333334
48,2019-10-25 12:00:00,163.91666666666666
49,2019-10-26 00:00:00,151.58333333333334
50,2019-10-26 12:00:00,181.66666666666666
51,2019-10-27 00:00:00,170.75
52,2019-10-27 12:00:00,295.6666666666667
53,2019-10-28 00:00:00,242.5
54,2019-10-28 12:00:00,373.54545454545456
55,2019-10-29 00:00:00,228.41666666666666
56,2019-10-29 12:00:00,314.8181818181818
57,2019-10-30 00:00:00,345.6363636363636
